HID,PID,PARENTw1,PYBRT1Aw1,PYBRT1Bw1,PYGENDERw1,PHOMPOPw1,PRELATE1w1,PGENDER1w1,PBRTA1w1,PBRTB1w1,PRELATE2w1,PGENDER2w1,PBRTA2w1,PBRTB2w1,PRELATE3w1,PGENDER3w1,PBRTA3w1,PBRTB3w1,PRELATE4w1,PGENDER4w1,PBRTA4w1,PBRTB4w1,PRELATE5w1,PGENDER5w1,PBRTA5w1,PBRTB5w1,PRELATE6w1,PGENDER6w1,PBRTA6w1,PBRTB6w1,PRELATE7w1,PGENDER7w1,PBRTA7w1,PBRTB7w1,PRELATE8w1,PGENDER8w1,PBRTA8w1,PBRTB8w1,PYBRP1w1,PYBRP2w1,PYBRP3w1,PFAM1A00w1,PFAM1A00_Tw1,PEDU1A00w1,PEDU1B01w1,PEDU1B02w1,PEDU1B02_Tw1,PEDU1C00w1,PEDU1B03w1,PEDU1B04w1,PEDU1B04_Tw1,PFAM2A01w1,PFAM2A01_Tw1,PFAM2A02w1,PFAM2A02_Tw1,PFAM2A03w1,PFAM2A03_Tw1,PFAM2A04w1,PFAM2A04_Tw1,PFAM4A01w1,PFAM4A02w1,PFAM4A03w1,PFAM4A04w1,PFAM3A00w1,PFAM3B00w1,PFAM3C00w1,PFAM3D00w1,PMDA1A00w1,PMDA1B01w1,PMDA1B02w1,PMDA1B03w1,PMDA1B04w1,PMDA1B05w1,PMDA1B06w1,PMDA1B07w1,PMDA1B08w1,PMDA1B09w1,PMDA1B10w1,PMDA1B11w1,PMDA1B13w1,PMDA1B13_Tw1,PMDA1C01w1,PMDA1C02w1,PMDA1C03w1,PMDA1C04w1,PMDA1C05w1,PMDA1C06w1,PMDA1C07w1,PMDA1C08w1,PMDA1C09w1,PMDA1C10w1,PMDA1C11w1,PMDA1C12w1,PMDA1C13w1,PMDA1C14w1,PMDA1C15w1,PPSY1A01w1,PPSY1A02w1,PPSY1A03w1,PPSY1A04w1,PPSY1A05w1,PPSY2A01w1,PPSY2A02w1,PPSY2A03w1,PPSY2A04w1,PPSY3A01w1,PPSY3A02w1,PPSY3A03w1,PPSY3A04w1,PPSY3A05w1,PPSY3A06w1,PPSY3A07w1,PPSY3A08w1,PPSY3A09w1,PPSY3A10w1,PPSY4A01w1,PPSY4A02w1,PPSY4A03w1,PPSY4A04w1,PPSY4A05w1,PPSY4A06w1,PPSY4A07w1,PPSY4A08w1,PPSY4A09w1,PPSY4A10w1,PPSY4A11w1,PPSY4A12w1,PPSY4A13w1,PPSY4A14w1,PPSY4A15w1,PPSY4A16w1,PPSY4A17w1,PPSY4A18w1,PPSY4A19w1,PPSY4A20w1,PPSY4A21w1,PPSY4A22w1,PPSY4A23w1,PPSY4A24w1,PPSY4A25w1,PPSY4A26w1,PPSY4A27w1,PPSY4A28w1,PPSY4A29w1,PPSY4A30w1,PPSY4Ascw1,PPSY5A01w1,PPSY5A02w1,PPSY5A03w1,PPSY5A04w1,PPSY5A05w1,PPSY5A06w1,PPSY5A07w1,PPSY5A08w1,PPHY1A00w1,PPHY1B00w1,PPHY1C00w1,PPHY2A00w1,PPHY2B00w1,PBRP1w1,PBRP2w1,PBRP3w1,PSCHOOL1w1,PSCHOOL2w1,PSCHOOL3w1,PWORKW1w1,PWORKW2w1,PWORKW3w1,PJOB1w1,PJOB2w1,PJOB3w1,PJOB1_Tw1,PJOB2_Tw1,PJOB3_Tw1,PINCOMEw1,PINCOME1w1
2591,1,1,2004,11,1,4,1,2,1972,11,2,1,1971,9,3,1,2000,11,3,1,2004,11,,,,,,,,,,,,,,,,,1,9,,1,,1,6,5,,90,,,,1,,1,,1,,1,,4,0,9,0,3,1,4,3,1,4,4,4,4,2,1,4,3,3,4,4,8,,3,2,3,3,2,2,2,4,4,1,3,3,3,3,1,2,3,3,3,2,3,3,3,1,2,1,3,4,2,1,4,1,1,4,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,10,2,3,2,1,3,4,2,2,3,1,7,163,76,1,17,,6,6,10,1,2,3,3,,,,,,7,2
2592,1,1,2005,1,1,6,1,2,1969,9,2,1,1967,11,3,2,1999,2,3,2,2002,3,3,1,2005,1,3,2,2010,8,,,,,,,,,1,1,,1,,1,4,5,,35,,,,1,,1,,1,,1,,6,0,8,0,5,4,5,4,1,4,4,4,4,3,1,3,3,3,4,2,8,,3,3,2,3,2,1,1,1,1,3,2,2,2,2,3,3,3,4,3,4,3,4,3,2,3,2,3,3,2,2,3,3,2,3,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,-1,3,2,2,3,3,2,2,2,3,1,4,164,52,1,14,,6,6,10,1,1,3,1,2,,,,,6,3
2593,1,1,2005,7,1,5,1,2,1976,10,2,1,1972,3,3,1,2003,8,3,1,2005,7,3,1,2010,5,,,,,,,,,,,,,1,1,,1,,1,5,4,,50,,,,1,,1,,1,,1,,1,0,5,0,3,3,4,4,1,3,3,4,4,2,1,3,3,3,4,2,8,,1,1,3,1,3,2,2,2,2,3,2,1,1,1,3,2,2,2,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,-9,3,2,2,4,2,3,3,3,2,5,7,162,58,1,15,,6,5,10,1,1,3,2,9,,,,,8,3
2594,1,1,2005,6,1,4,1,2,1972,3,2,1,1972,7,3,1,2005,6,3,2,2011,2,,,,,,,,,,,,,,,,,1,1,,1,,1,6,8,없음,25,,,,1,,1,,1,,1,,4,30,10,0,5,5,5,3,1,3,4,3,3,1,1,3,3,2,4,2,8,,2,2,2,2,3,1,1,2,1,3,1,1,1,2,3,3,2,3,2,2,3,3,3,2,4,1,4,4,1,2,4,2,1,4,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,6,2,3,2,3,3,2,3,2,2,3,7,160,46,1,1,,7,6,10,1,1,3,3,3,,,,,7,3
2595,1,1,2005,12,1,5,1,2,1977,10,2,1,1974,12,3,1,2004,1,3,1,2005,12,3,1,2008,6,,,,,,,,,,,,,1,1,,1,,1,5,4,,20,,,,1,,1,,1,,1,,5,0,12,0,4,4,4,3,1,4,4,4,2,1,1,4,3,2,4,2,8,,2,1,2,1,4,1,1,1,1,4,1,1,1,1,4,2,3,3,3,2,3,3,3,2,3,2,3,3,2,2,3,3,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-5,2,3,2,3,2,2,3,3,2,1,5,160,50,1,1,,6,4,10,1,2,3,2,,,,,,4,3
2596,1,1,2005,1,1,5,1,1,1969,10,2,2,1976,12,3,1,2005,1,3,2,2008,2,3,2,2012,7,,,,,,,,,,,,,1,1,,1,,1,4,5,,12,,,,1,,1,,1,,1,,7,0,12,0,3,3,5,3,1,4,3,3,3,3,1,3,4,4,4,3,8,,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,2,2,4,3,2,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,2,3,2,4,2,1,3,3,4,1,2,161,52,1,1,,4,4,10,1,1,3,2,2,,,,,5,3
2597,1,1,2005,1,1,3,1,2,1978,7,6,2,1945,2,3,1,2005,1,,,,,,,,,,,,,,,,,,,,,1,1,,5,,1,4,5,,51,,,,1,,1,,1,,1,,3,0,6,0,4,3,4,4,1,4,3,4,4,1,1,3,2,4,4,1,8,,4,1,1,1,4,1,1,1,1,4,1,1,1,1,4,2,2,2,3,1,3,3,3,1,2,1,3,3,2,1,3,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-2,3,4,3,4,2,3,3,3,2,1,0,156,53,1,1,,4,4,10,1,1,3,9,9,,,,,4,2
2598,1,1,2005,12,2,4,1,2,1975,4,2,1,1975,3,3,2,2005,12,3,1,2009,3,,,,,,,,,,,,,,,,,1,1,,1,,1,5,1,,80,,,,1,,1,,1,,1,,5,0,13,0,4,3,4,4,1,4,3,3,3,3,2,2,2,2,4,4,8,,2,1,2,2,3,2,2,2,2,3,2,2,3,3,2,2,2,2,3,1,3,3,3,3,2,2,2,3,3,3,3,2,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,6,2,3,3,2,2,2,2,2,3,1,3,158,60,1,1,,5,6,10,1,1,3,1,2,,,,,6,2
2599,1,1,2005,12,1,4,1,2,1972,5,2,1,1967,1,3,1,2005,12,3,2,2009,2,,,,,,,,,,,,,,,,,1,1,,1,,1,5,2,,70,,,,1,,1,,2,,2,,1,0,7,0,3,2,4,4,1,4,4,3,3,1,1,4,3,4,4,1,8,,1,1,1,1,4,1,1,1,1,3,1,1,1,1,3,1,2,2,1,1,2,2,2,3,1,2,3,3,2,2,3,4,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,2,2,2,3,2,2,3,3,3,3,7,162,51,1,2,,6,6,10,1,1,3,5,4,,,,,6,2
2600,1,1,2005,3,2,4,1,2,1971,8,2,1,1970,8,3,1,2002,3,3,2,2005,3,,,,,,,,,,,,,,,,,1,1,,1,,1,3,1,,65,,,,1,,1,,1,,1,,6,0,12,0,4,3,3,3,1,4,4,4,4,3,2,3,4,4,4,4,8,,2,2,2,2,3,1,1,1,2,3,2,2,2,2,2,2,3,3,2,2,3,3,2,2,2,2,2,3,3,2,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,-2,3,3,2,3,2,2,3,2,3,1,6,160,53,1,2,,7,6,10,1,1,3,2,3,,,,,8,3
2601,1,2,2005,8,1,3,1,1,1971,11,3,1,2002,5,3,1,2005,8,,,,,,,,,,,,,,,,,,,,,1,1,,2,,2,,,,,7,2,,2,,2,,2,,2,,1,0,7,0,2,2,3,1,1,3,3,3,3,4,4,3,4,2,3,3,8,,4,4,4,4,3,2,3,2,2,2,2,3,3,4,1,4,4,4,3,3,3,3,3,3,4,2,3,4,2,2,3,2,2,4,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,4,2,3,4,3,2,3,3,2,2,4,0,173,75,1,1,,5,10,10,1,3,3,5,,,,,,12,3
2602,1,1,2005,3,1,2,1,2,1970,8,3,1,2005,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,1,4,2,,20,,,,1,,1,,1,,1,,11,30,20,0,2,3,3,3,1,4,3,4,4,1,1,2,1,2,3,1,3,업무관련,1,1,1,1,1,4,2,3,3,2,3,1,1,2,3,2,3,3,2,2,3,3,3,2,3,2,3,3,2,2,3,3,2,3,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,3,3,2,3,3,3,3,3,3,3,165,74,1,13,,10,5,10,3,1,3,,5,,,,,5,3
2603,1,1,2005,7,1,4,1,2,1975,3,2,1,1975,6,3,1,2005,7,3,2,2008,1,,,,,,,,,,,,,,,,,1,1,,1,,1,5,6,,120,,,,1,,1,,1,,1,,6,30,10,0,3,2,4,3,1,4,4,4,4,1,1,4,3,3,4,1,8,,1,1,1,1,3,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,3,3,3,2,3,1,3,3,2,1,4,4,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,5,1,3,2,3,2,1,4,3,3,3,2,160,48,1,1,,5,5,10,1,1,3,2,2,,,,,5,3
2604,1,1,2005,2,2,4,1,2,1973,12,2,1,1973,12,3,2,2005,2,3,2,2008,8,,,,,,,,,,,,,,,,,1,1,,1,,1,5,4,,50,,,,1,,1,,1,,1,,0,30,1,0,3,3,4,3,1,3,4,3,3,4,1,4,3,3,4,1,8,,3,2,2,3,2,1,2,2,3,2,2,2,3,3,2,2,3,3,2,2,3,3,3,2,2,2,3,3,2,2,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,5,3,2,2,3,2,3,3,3,2,1,6,162,52,1,10,,6,6,10,1,2,3,3,,,,,,7,3
2605,1,1,2005,6,1,4,1,2,1973,11,2,1,1969,3,3,1,2000,10,3,1,2005,6,,,,,,,,,,,,,,,,,1,1,,1,,1,1,5,,35,,,,1,,1,,1,,1,,3,0,8,0,3,3,4,3,1,4,4,4,4,2,4,4,3,4,4,4,4,업무관련,2,2,2,2,2,1,2,2,2,3,3,2,2,3,2,3,3,3,3,2,3,3,3,2,3,2,3,3,2,2,3,3,2,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,2,3,3,3,2,2,3,3,4,2,0,162,62,1,1,,6,5,10,1,1,3,2,4,,,,,5,3
2606,1,1,2005,7,2,4,1,2,1972,11,2,1,1973,1,3,1,2001,4,3,2,2005,7,,,,,,,,,,,,,,,,,1,1,,1,,1,1,4,,100,,,,1,,1,,1,,1,,3,0,9,0,5,5,3,3,1,4,4,3,3,1,4,3,1,3,4,2,8,,3,2,3,2,3,1,1,1,1,3,1,2,3,3,2,2,2,2,1,2,3,3,3,1,3,1,3,3,3,1,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,-4,4,3,3,1,2,4,2,1,3,1,0,157,54,1,1,,5,5,10,1,1,3,8,1,,,,,5,3
2607,1,1,2005,9,2,4,1,2,1972,8,2,1,1964,12,3,2,2005,9,3,2,2007,1,,,,,,,,,,,,,,,,,1,14,,1,,1,5,3,,70,,,,1,,1,,1,,1,,7,0,12,0,3,3,3,3,1,4,3,3,3,1,1,3,2,4,4,2,8,,2,2,2,2,3,1,1,2,1,2,1,2,2,1,3,2,3,3,3,2,3,3,2,2,3,2,3,3,2,2,3,3,2,3,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,-1,3,2,3,3,1,2,3,3,3,4,2,165,53,1,14,,5,5,10,1,2,3,3,,,,,,8,3
2608,1,1,2005,12,2,4,1,2,1975,9,2,1,1976,1,3,2,2005,12,3,2,2008,1,,,,,,,,,,,,,,,,,1,15,,1,,1,1,5,,100,,,,1,,1,,1,,1,,5,0,14,0,3,2,4,4,1,4,4,2,3,2,2,4,1,4,4,2,8,,1,1,1,1,4,1,1,1,1,3,1,1,1,1,3,3,3,3,2,2,3,3,3,2,3,2,2,3,3,2,3,2,2,3,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,-3,3,3,2,3,3,2,2,2,3,1,2,160,58,1,12,,7,6,10,1,1,3,3,2,,,,,7,3
2609,1,1,2005,1,1,4,1,2,1974,3,2,1,1973,5,3,1,2003,7,3,1,2005,1,,,,,,,,,,,,,,,,,1,1,,1,,1,5,3,,100,,,,1,,1,,1,,1,,3,0,10,0,4,4,5,3,1,4,4,3,3,1,1,4,2,2,4,2,8,,2,1,1,1,2,1,1,1,1,4,1,1,1,2,4,3,3,3,3,2,3,3,3,2,3,2,2,3,3,2,3,3,2,3,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,-5,2,3,2,3,2,3,3,2,3,1,7,163,61,1,16,,6,5,10,1,2,3,3,,,,,,7,3
2610,1,1,2005,9,2,5,1,2,1972,9,2,1,1976,7,3,2,2001,1,3,2,2005,9,3,1,2012,4,,,,,,,,,,,,,1,1,,1,,1,4,5,,18,,,,1,,1,,1,,1,,1,0,2,0,3,3,4,3,2,4,4,3,3,1,1,2,2,1,2,1,8,,1,1,1,1,1,1,1,1,1,4,1,1,2,1,4,3,4,3,3,2,3,3,3,2,2,2,3,3,2,2,3,3,2,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,-1,2,3,2,3,2,2,3,2,3,3,7,170,53,1,13,,4,5,10,1,1,3,5,2,,,,,7,3
2611,1,1,2005,4,1,4,1,2,1975,12,2,1,1971,11,3,1,2005,4,3,1,2007,8,,,,,,,,,,,,,,,,,1,1,,1,,1,5,3,,80,,,,1,,1,,1,,1,,6,0,12,0,4,4,4,3,1,4,4,3,4,1,3,4,3,3,4,3,8,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,3,3,3,1,3,1,3,3,2,2,4,1,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,4,2,4,2,1,4,3,3,2,7,162,59,1,1,,5,5,10,1,1,3,2,9,,,,,6,3
2612,1,1,2005,8,1,6,1,2,1972,12,2,1,1967,2,6,2,1938,9,3,1,2003,9,3,1,2005,8,3,2,2007,4,,,,,,,,,1,1,,4,,1,5,4,,100,,,,1,,1,,1,,1,,4,0,6,0,3,2,4,4,1,4,4,3,3,1,1,3,3,3,3,3,8,,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,3,3,2,3,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,5,2,3,2,3,3,2,3,3,3,5,7,168,66,1,1,,6,6,10,1,1,3,1,3,,,,,12,3
2613,1,1,2005,2,2,5,1,2,1970,7,2,1,1969,12,6,1,1933,2,3,2,2005,2,3,2,2008,11,,,,,,,,,,,,,1,1,,4,,1,5,4,,45,,,,1,,1,,1,,1,,5,0,12,0,4,3,4,3,1,3,4,2,3,1,1,4,2,3,4,1,8,,1,1,1,2,2,1,1,2,1,3,1,2,1,1,3,2,3,3,3,2,3,3,3,1,2,1,3,3,1,1,3,2,2,3,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-1,2,2,2,3,2,2,3,3,3,2,7,165,59,1,1,,6,6,10,1,1,3,3,3,,,,,9,3
2614,1,1,2005,3,1,4,1,2,1978,12,2,1,1974,12,3,1,2005,3,3,2,2006,9,,,,,,,,,,,,,,,,,1,9,,1,,1,5,4,,80,,,,1,,1,,1,,1,,5,0,10,0,3,4,4,3,1,4,4,4,4,1,3,2,3,2,3,1,8,,2,2,2,2,3,1,1,1,1,3,1,3,3,2,3,3,3,3,3,2,3,4,3,2,3,2,3,3,2,2,3,3,2,3,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,2,2,3,3,3,3,3,2,2,3,1,4,158,51,1,9,,5,6,10,1,2,3,1,,,,,,9,3
2615,1,1,2006,1,2,4,1,2,1972,4,2,1,1968,3,3,2,2000,4,3,2,2006,1,,,,,,,,,,,,,,,,,1,1,,1,,1,5,3,,50,,,,1,,1,,1,,1,,5,0,10,0,4,4,4,3,1,4,4,4,4,1,1,2,1,1,3,1,8,,1,1,2,1,1,1,1,1,1,4,1,1,1,1,4,3,4,4,3,4,4,4,3,2,3,2,3,3,2,2,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,2,3,2,3,2,2,3,4,2,5,2,153,50,1,14,,6,4,10,1,1,3,3,3,,,,,7,3
2616,1,1,2005,7,2,3,1,2,1971,7,3,2,1999,4,3,2,2005,7,,,,,,,,,,,,,,,,,,,,,1,1,,2,,1,5,2,,21,,,,1,,1,,1,,1,,1,30,4,0,3,2,4,3,2,1,1,1,1,1,1,1,3,1,4,1,8,,1,1,1,1,4,1,1,1,1,4,1,1,2,1,4,2,2,2,2,2,3,3,2,2,2,1,1,2,3,2,3,3,2,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,3,2,2,2,3,2,2,2,1,5,151,51,1,15,,10,4,10,3,1,3,,3,,,,,5,3
2617,1,1,2005,9,2,5,1,2,1974,1,2,1,1974,3,3,2,2002,2,3,2,2005,9,3,2,2007,7,,,,,,,,,,,,,1,1,,1,,1,5,2,,60,,,,1,,1,,1,,1,,6,0,12,0,4,5,4,3,1,4,4,3,3,1,1,3,2,4,4,1,8,,2,2,2,1,1,1,1,1,1,3,1,1,1,1,3,3,3,3,3,2,3,4,3,2,2,2,2,3,2,2,3,3,2,2,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,-4,3,2,4,1,3,2,2,3,3,2,5,165,57,1,1,,4,4,10,1,1,3,8,1,,,,,9,3
2618,1,1,2005,8,2,4,1,2,1977,8,2,1,1973,9,3,2,2005,8,3,1,2009,9,,,,,,,,,,,,,,,,,1,15,,1,,1,5,2,,40,,,,1,,1,,1,,1,,5,30,12,0,3,3,2,3,1,3,3,1,2,4,1,4,1,1,4,1,8,,2,2,2,2,3,1,1,1,1,4,1,1,3,4,1,2,3,3,2,2,3,3,3,1,2,3,2,3,2,2,3,3,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-5,2,2,2,3,2,2,3,3,2,1,2,168,48,1,15,,5,6,10,1,2,3,2,,,,,,6,3
2619,1,1,2005,9,2,4,1,2,1979,8,2,1,1977,4,3,1,2006,11,3,2,2005,9,,,,,,,,,,,,,,,,,1,1,,1,,1,4,5,,40,,,,1,,1,,1,,1,,5,0,6,0,4,4,4,3,1,4,4,3,3,4,3,3,4,4,4,2,8,,2,1,1,1,2,2,1,2,2,2,1,1,2,2,2,3,3,3,3,2,3,3,3,2,2,2,3,3,2,2,3,3,1,3,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,2,3,2,3,2,2,3,3,3,4,6,163,75,1,1,,5,5,10,1,1,3,8,4,,,,,5,3
2620,1,1,2005,7,2,4,1,2,1973,12,2,1,1977,7,3,2,2005,7,3,1,2007,12,,,,,,,,,,,,,,,,,1,1,,1,,1,5,4,,11,,,,1,,1,,1,,1,,4,0,10,0,3,4,4,5,1,3,4,3,3,1,4,2,4,1,4,1,8,,3,3,2,3,2,3,2,3,2,3,2,2,2,2,2,3,3,3,3,3,3,3,4,2,3,2,3,3,2,2,3,3,2,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4,2,2,2,2,2,2,3,3,3,1,7,160,58,1,1,,5,4,10,1,1,3,6,1,,,,,6,3
2621,1,1,2005,12,2,5,1,2,1975,10,2,1,1970,4,3,2,2001,12,3,2,2004,1,3,2,2005,12,,,,,,,,,,,,,1,1,,1,,1,5,4,,40,,,,1,,1,,1,,1,,5,30,7,0,3,2,4,2,1,4,4,4,4,1,3,4,3,4,4,3,8,,2,2,1,2,2,2,1,2,3,2,1,1,1,1,3,2,3,3,2,2,3,3,3,2,2,1,3,3,2,1,3,3,2,2,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,-3,3,3,2,3,2,2,4,3,2,2,6,165,51,1,13,,4,4,10,1,1,3,7,3,,,,,6,3
2622,1,1,2005,9,2,3,1,2,1974,12,2,1,1973,12,3,2,2005,9,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,5,,55,,,,1,,1,,1,,1,,9,0,14,0,3,3,3,3,1,4,4,3,4,3,1,4,3,4,4,3,8,,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,2,2,3,3,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,3,3,3,3,3,2,3,3,3,5,2,160,45,1,11,,6,4,10,1,1,3,3,2,,,,,6,3
2623,1,1,2005,7,1,6,1,2,1984,6,2,1,1979,12,3,1,2005,7,3,2,2007,8,6,1,1943,11,6,2,1952,7,,,,,,,,,1,12,,4,,1,5,2,,30,,,,1,,1,,1,,1,,0,30,2,30,3,3,4,3,1,4,4,3,4,1,2,3,2,2,4,2,4,금융업무,2,2,2,2,2,2,1,3,3,2,3,3,3,3,2,2,2,2,2,1,3,2,3,2,2,2,2,3,3,2,3,3,2,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,3,2,3,3,3,3,2,3,3,1,0,161,55,1,12,,8,4,10,1,1,3,4,3,,,,,5,3
2624,1,2,2005,12,1,3,1,1,1971,3,2,2,1972,5,3,1,2005,12,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,5,,60,,,,1,,1,,1,,1,,0,30,3,0,3,3,4,3,1,4,3,3,3,3,3,3,3,3,3,3,8,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,2,3,2,3,2,1,1,1,1,1,2,1,3,2,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,3,3,1,4,1,1,1,1,3,5,7,173,67,1,13,,4,4,10,1,1,3,4,4,,,,,4,3
2625,1,1,2005,3,1,6,1,2,1977,9,2,1,1973,12,3,1,2005,3,3,1,2005,3,3,1,2008,1,6,2,1943,4,,,,,,,,,1,1,,4,,2,,,,,7,5,,1,,1,,2,,6,,6,0,12,0,1,3,4,3,1,4,4,2,2,1,1,3,2,4,3,3,8,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,3,3,3,3,3,4,4,4,4,3,1,3,3,2,1,4,1,1,4,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,7,1,4,1,4,1,1,4,4,4,1,7,155,45,1,1,,6,6,10,1,1,3,3,3,,,,,9,3
2626,1,1,2005,7,1,6,1,2,1975,10,2,1,1975,9,6,1,1951,3,6,2,1951,11,3,1,2002,11,3,1,2005,7,,,,,,,,,1,1,,4,,2,,,,,1,2,,1,,1,,1,,1,,4,0,14,0,5,5,4,4,1,4,4,3,3,2,1,2,4,3,4,2,8,,2,1,2,2,3,1,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,3,2,3,2,3,3,2,2,3,3,2,3,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,2,2,4,3,2,3,3,3,1,7,155,56,1,1,,6,6,10,1,1,3,1,2,,,,,8,3
2627,1,1,2005,12,1,4,1,2,1969,1,2,1,1966,6,3,1,2002,11,3,1,2005,12,,,,,,,,,,,,,,,,,1,1,,1,,2,,,,,7,2,,1,,1,,1,,1,,4,50,15,0,4,4,4,3,1,4,3,3,3,1,1,2,1,2,4,1,8,,4,1,1,1,4,1,1,1,1,4,1,1,1,1,4,3,3,3,2,3,3,4,3,2,3,1,3,3,2,1,4,4,2,4,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,3,4,2,3,2,2,3,3,3,3,7,162,57,1,14,,4,6,10,1,1,3,7,3,,,,,6,3
