HID,PID,PARENTw1,PYBRT1Aw1,PYBRT1Bw1,PYGENDERw1,PHOMPOPw1,PRELATE1w1,PGENDER1w1,PBRTA1w1,PBRTB1w1,PRELATE2w1,PGENDER2w1,PBRTA2w1,PBRTB2w1,PRELATE3w1,PGENDER3w1,PBRTA3w1,PBRTB3w1,PRELATE4w1,PGENDER4w1,PBRTA4w1,PBRTB4w1,PRELATE5w1,PGENDER5w1,PBRTA5w1,PBRTB5w1,PRELATE6w1,PGENDER6w1,PBRTA6w1,PBRTB6w1,PRELATE7w1,PGENDER7w1,PBRTA7w1,PBRTB7w1,PRELATE8w1,PGENDER8w1,PBRTA8w1,PBRTB8w1,PYBRP1w1,PYBRP2w1,PYBRP3w1,PFAM1A00w1,PFAM1A00_Tw1,PEDU1A00w1,PEDU1B01w1,PEDU1B02w1,PEDU1B02_Tw1,PEDU1C00w1,PEDU1B03w1,PEDU1B04w1,PEDU1B04_Tw1,PFAM2A01w1,PFAM2A01_Tw1,PFAM2A02w1,PFAM2A02_Tw1,PFAM2A03w1,PFAM2A03_Tw1,PFAM2A04w1,PFAM2A04_Tw1,PFAM4A01w1,PFAM4A02w1,PFAM4A03w1,PFAM4A04w1,PFAM3A00w1,PFAM3B00w1,PFAM3C00w1,PFAM3D00w1,PMDA1A00w1,PMDA1B01w1,PMDA1B02w1,PMDA1B03w1,PMDA1B04w1,PMDA1B05w1,PMDA1B06w1,PMDA1B07w1,PMDA1B08w1,PMDA1B09w1,PMDA1B10w1,PMDA1B11w1,PMDA1B13w1,PMDA1B13_Tw1,PMDA1C01w1,PMDA1C02w1,PMDA1C03w1,PMDA1C04w1,PMDA1C05w1,PMDA1C06w1,PMDA1C07w1,PMDA1C08w1,PMDA1C09w1,PMDA1C10w1,PMDA1C11w1,PMDA1C12w1,PMDA1C13w1,PMDA1C14w1,PMDA1C15w1,PPSY1A01w1,PPSY1A02w1,PPSY1A03w1,PPSY1A04w1,PPSY1A05w1,PPSY2A01w1,PPSY2A02w1,PPSY2A03w1,PPSY2A04w1,PPSY3A01w1,PPSY3A02w1,PPSY3A03w1,PPSY3A04w1,PPSY3A05w1,PPSY3A06w1,PPSY3A07w1,PPSY3A08w1,PPSY3A09w1,PPSY3A10w1,PPSY4A01w1,PPSY4A02w1,PPSY4A03w1,PPSY4A04w1,PPSY4A05w1,PPSY4A06w1,PPSY4A07w1,PPSY4A08w1,PPSY4A09w1,PPSY4A10w1,PPSY4A11w1,PPSY4A12w1,PPSY4A13w1,PPSY4A14w1,PPSY4A15w1,PPSY4A16w1,PPSY4A17w1,PPSY4A18w1,PPSY4A19w1,PPSY4A20w1,PPSY4A21w1,PPSY4A22w1,PPSY4A23w1,PPSY4A24w1,PPSY4A25w1,PPSY4A26w1,PPSY4A27w1,PPSY4A28w1,PPSY4A29w1,PPSY4A30w1,PPSY4Ascw1,PPSY5A01w1,PPSY5A02w1,PPSY5A03w1,PPSY5A04w1,PPSY5A05w1,PPSY5A06w1,PPSY5A07w1,PPSY5A08w1,PPHY1A00w1,PPHY1B00w1,PPHY1C00w1,PPHY2A00w1,PPHY2B00w1,PBRP1w1,PBRP2w1,PBRP3w1,PSCHOOL1w1,PSCHOOL2w1,PSCHOOL3w1,PWORKW1w1,PWORKW2w1,PWORKW3w1,PJOB1w1,PJOB2w1,PJOB3w1,PJOB1_Tw1,PJOB2_Tw1,PJOB3_Tw1,PINCOMEw1,PINCOME1w1
4583,1,1,2005,6,2,5,1,2,1973,6,2,1,1964,8,3,2,2002,3,3,2,2005,6,3,2,2009,2,,,,,,,,,,,,,1,12,,1,,2,,,,,4,7,,1,,1,,1,,1,,6,0,6,0,4,3,4,3,1,3,3,3,3,2,3,4,1,1,2,1,8,,2,1,1,1,1,1,1,1,1,2,3,1,1,1,3,2,2,3,2,2,3,3,3,2,3,1,2,3,3,1,3,3,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,-4,1,4,2,4,1,2,3,4,3,4,7,152,55,2,,중국,3,3,10,1,1,3,6,6,,,,,3,2
4584,1,1,2005,10,2,4,1,2,1964,9,2,1,1963,12,3,2,1998,12,3,2,2005,10,,,,,,,,,,,,,,,,,1,4,,1,,2,,,,,1,7,,1,,1,,1,,1,,4,0,4,0,3,3,3,3,1,4,2,2,3,1,1,3,1,4,3,1,8,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,2,3,2,2,1,3,2,3,2,3,2,3,2,3,1,4,3,2,3,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,-2,3,1,2,2,2,2,4,4,3,1,5,154,61,1,12,,2,3,10,1,1,3,6,4,,,,,4,3
4585,1,1,2005,9,2,5,1,2,1977,3,2,1,1969,6,3,2,2003,2,3,2,2005,9,3,2,2007,5,,,,,,,,,,,,,1,9,,1,,1,6,4,,20,,,,1,,1,,1,,1,,5,0,10,0,3,3,3,3,1,4,4,4,4,2,1,4,4,4,4,2,8,,2,1,1,1,4,2,1,1,1,3,3,2,2,3,2,3,3,3,4,3,4,4,4,1,4,2,4,4,2,1,4,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,9,3,4,2,2,2,1,3,3,4,2,7,158,58,1,9,,4,5,10,1,2,3,7,,,,,,9,3
4586,1,2,2005,5,2,5,1,1,1977,11,2,2,1979,2,3,2,2005,5,3,2,2006,9,3,1,2012,4,,,,,,,,,,,,,1,12,,1,,2,,,,,7,2,,1,,2,,1,,2,,0,20,0,30,3,3,3,3,1,3,3,3,3,3,3,3,4,3,4,4,8,,3,3,2,3,3,2,2,2,2,3,2,2,3,3,2,3,3,3,2,2,3,3,2,2,2,2,3,3,2,3,3,3,3,3,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,-1,3,2,3,2,2,3,3,2,3,2,3,165,58,1,12,,5,4,10,1,1,3,6,2,,,,,6,3
4587,1,1,2005,12,2,6,1,2,1975,8,6,2,1949,4,6,1,1945,10,7,2,1985,7,3,1,2001,4,3,2,2005,12,,,,,,,,,1,12,,5,,1,6,1,,10,,,,3,,5,,1,,1,,0,20,0,10,4,3,4,4,1,4,3,4,4,4,1,4,4,4,4,3,8,,1,1,1,1,3,1,1,1,1,3,1,1,1,1,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,3,3,1,3,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,2,2,2,3,2,2,3,2,3,2,6,164,54,1,12,,10,4,10,3,1,3,,4,,,,,5,3
4588,1,1,2005,7,2,5,1,2,1974,1,2,1,1970,11,6,2,1954,4,3,2,2005,7,3,2,2007,3,,,,,,,,,,,,,1,12,,4,,1,8,4,자유학기,80,,,,1,,1,,1,,3,,3,0,17,0,6,6,3,3,1,4,4,4,4,1,1,1,3,3,4,4,8,,2,1,2,1,1,1,1,1,2,3,1,2,1,3,2,3,3,3,3,3,3,3,3,2,3,1,3,3,1,1,4,3,1,4,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,10,2,3,2,3,2,2,3,2,3,5,4,167,65,1,1,,4,6,10,1,1,3,2,2,,,,,9,3
4589,1,2,2005,9,1,4,1,1,1976,10,2,2,1974,4,3,1,2003,6,3,1,2005,9,,,,,,,,,,,,,,,,,1,12,,1,,1,5,3,,120,,,,1,,1,,1,,1,,0,20,0,30,6,6,2,3,1,3,3,3,3,3,3,3,3,3,3,3,8,,1,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,2,3,2,3,3,3,2,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,-1,3,3,3,3,3,2,3,3,4,2,2,166,66,1,12,,5,5,10,1,1,3,7,7,,,,,8,3
4590,1,2,2005,6,2,2,1,1,1965,3,3,2,2005,6,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,2,,1,4,5,,27,,,,2,,2,,2,,2,,8,0,12,0,3,3,3,2,1,4,3,3,3,2,3,3,3,2,3,3,8,,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,2,3,2,2,3,3,2,1,2,170,68,1,12,,3,10,10,1,3,3,9,,,,,,3,2
4591,1,2,2005,9,1,4,1,1,1974,9,2,2,1978,1,3,2,2001,4,3,1,2005,9,,,,,,,,,,,,,,,,,1,12,,1,,1,3,4,,70,,,,1,,1,,1,,2,,7,0,5,0,4,4,5,4,1,4,3,4,3,2,3,2,3,2,2,2,8,,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,2,2,3,3,2,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,3,2,3,2,3,3,2,3,3,4,3,1,172,69,1,11,,6,5,10,1,1,3,1,5,,,,,8,3
4592,1,1,2005,4,1,4,1,2,1977,2,2,1,1975,12,3,1,2005,4,3,2,2009,3,,,,,,,,,,,,,,,,,1,12,,1,,1,4,1,,50,,,,1,,1,,1,,1,,4,0,9,0,3,3,4,3,1,4,4,4,4,2,1,3,2,3,4,2,8,,2,1,1,2,3,2,1,2,2,3,2,2,3,2,3,2,3,2,2,2,3,3,2,2,3,2,3,3,2,3,4,2,2,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,3,3,3,2,3,2,3,3,3,160,53,1,1,,4,4,10,1,1,3,7,9,,,,,5,3
4593,1,1,2005,8,1,3,1,1,1972,12,2,2,1973,2,3,1,2005,8,,,,,,,,,,,,,,,,,,,,,1,12,,1,,1,5,3,,100,,,,1,,1,,1,,1,,5,0,15,0,4,4,4,4,1,4,4,4,4,2,2,4,4,4,4,2,8,,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,3,3,2,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,3,3,3,3,2,2,2,3,3,1,3,168,57,1,15,,6,6,10,1,2,3,1,,,,,,11,3
4594,1,1,2005,4,2,4,1,1,1971,1,2,2,1977,7,3,2,2000,5,3,2,2005,4,,,,,,,,,,,,,,,,,1,12,,1,,2,,,,,7,1,,2,,1,,1,,1,,1,10,8,0,3,3,1,3,1,4,3,3,4,4,1,3,2,3,4,2,8,,2,2,2,2,2,2,1,1,1,3,2,2,2,2,2,3,3,3,3,2,4,4,3,2,3,2,3,3,2,2,3,3,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,-6,2,3,2,3,2,2,3,3,3,1,2,158,52,1,12,,5,5,10,1,1,3,7,1,,,,,11,3
4595,1,1,2005,6,1,4,1,1,1974,11,2,2,1977,3,3,1,2005,6,3,1,2008,1,,,,,,,,,,,,,,,,,1,12,,1,,1,5,4,,40,,,,1,,1,,2,,1,,3,0,5,0,6,6,4,3,1,3,3,3,3,2,2,1,2,2,2,1,8,,1,1,1,1,1,1,1,1,1,3,2,1,2,2,3,2,3,2,2,2,3,3,2,2,2,2,2,3,3,2,3,3,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,3,2,3,2,3,3,2,2,3,1,5,164,60,1,12,,5,4,10,1,1,3,7,3,,,,,8,3
4596,1,2,2005,6,1,4,1,1,1976,3,2,2,1977,12,3,1,2005,6,3,2,2008,10,,,,,,,,,,,,,,,,,1,12,,1,,1,5,6,,30,,,,1,,1,,1,,1,,2,0,5,0,5,5,5,3,1,4,4,4,4,3,1,4,4,3,4,3,8,,1,1,1,1,4,1,1,2,2,3,1,1,1,2,3,3,3,3,3,3,4,4,4,1,4,1,4,4,1,1,4,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,3,1,4,2,4,1,1,4,4,3,2,7,168,63,1,12,,6,6,10,1,1,3,1,3,,,,,9,4
4597,1,1,2005,10,1,4,1,1,1972,10,2,2,1975,7,3,2,2003,11,3,1,2005,10,,,,,,,,,,,,,,,,,1,12,,1,,1,5,1,,80,,,,1,,1,,1,,1,,3,0,16,0,6,6,5,4,1,4,4,3,3,1,2,3,3,3,4,4,8,,1,2,3,1,4,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,1,3,1,3,1,3,4,1,1,4,4,1,4,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,3,1,2,1,3,1,1,3,3,4,5,7,157,47,1,1,,6,6,10,1,1,3,1,2,,,,,12,4
4598,1,1,2005,10,1,4,1,2,1972,4,2,1,1969,1,3,1,2000,7,3,1,2005,10,,,,,,,,,,,,,,,,,1,12,,1,,1,3,1,,50,,,,1,,1,,1,,2,,1,10,8,0,4,3,4,3,1,4,3,4,4,2,3,4,4,3,4,2,8,,2,2,2,2,2,1,2,1,1,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2,2,2,2,3,2,3,3,2,3,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-3,2,3,3,2,3,3,2,3,3,1,3,164,53,1,12,,6,4,10,1,1,3,4,3,,,,,5,2
4599,1,1,2005,7,1,4,1,2,1974,9,2,1,1970,6,3,2,2003,8,3,1,2005,7,,,,,,,,,,,,,,,,,1,12,,1,,1,3,5,,40,,,,1,,1,,1,,1,,5,0,10,0,3,3,3,2,1,4,4,4,4,4,1,3,2,3,4,3,8,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,1,3,3,3,2,2,1,3,3,1,1,4,3,1,3,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,3,1,3,2,2,3,4,2,1,7,170,61,1,14,,6,4,10,1,1,3,3,4,,,,,5,2
4600,1,2,2005,10,1,3,1,1,1976,5,2,2,1979,1,3,1,2005,12,,,,,,,,,,,,,,,,,,,,,1,12,,1,,1,1,5,,70,,,,1,,2,,1,,1,,1,0,7,0,4,4,4,3,1,4,4,2,3,2,1,4,3,4,4,2,8,,3,1,2,3,3,2,1,3,2,2,3,3,3,2,3,3,4,4,3,3,3,4,3,1,3,1,3,3,2,1,3,3,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,3,4,2,3,3,2,2,3,4,5,2,178,73,1,9,,4,4,10,1,1,3,7,2,,,,,7,2
4601,1,1,2005,11,1,4,1,2,1978,10,2,1,1974,3,3,1,2002,6,3,1,2005,11,,,,,,,,,,,,,,,,,1,12,,1,,1,5,3,,50,,,,1,,1,,1,,1,,5,0,3,0,6,6,3,3,1,4,4,4,4,4,1,4,4,4,4,4,8,,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,4,4,4,4,4,4,4,4,1,4,1,4,4,1,1,4,1,1,4,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,2,1,1,4,4,1,1,1,4,4,3,0,150,41,1,12,,4,5,10,1,2,3,8,,,,,,7,3
4602,1,2,2005,4,2,2,1,1,1979,6,3,2,2005,4,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,2,,1,3,5,,60,,,,2,,2,,2,,1,,2,0,3,0,5,4,5,4,1,4,4,2,3,2,1,2,2,1,2,2,8,,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,3,3,3,3,2,4,4,3,2,4,1,4,4,1,1,4,4,1,4,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,2,3,2,3,3,1,3,3,3,3,1,177,79,1,2,,4,4,10,1,2,3,1,,,,,,6,3
4603,1,1,2005,8,1,5,1,2,1972,12,2,1,1969,12,3,1,2000,9,3,1,2005,8,3,1,2008,4,,,,,,,,,,,,,1,12,,1,,1,4,1,,45,,,,1,,1,,1,,1,,4,0,17,0,3,3,4,4,1,4,3,4,2,4,2,2,4,4,3,2,8,,3,3,3,3,2,2,2,2,2,4,2,3,3,3,2,4,4,4,4,4,4,4,4,2,4,1,4,4,1,1,4,1,1,4,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,3,3,2,3,3,2,3,4,3,2,7,162,50,1,12,,6,7,10,1,1,3,3,2,,,,,7,3
4604,1,1,2005,6,2,4,1,2,1983,10,2,1,1976,4,3,2,2005,6,3,1,2007,7,,,,,,,,,,,,,,,,,1,12,,1,,1,4,1,,45,,,,1,,1,,1,,1,,4,0,12,0,3,4,4,3,1,4,4,3,4,2,1,4,1,3,3,2,8,,2,1,1,1,1,2,2,2,2,3,2,2,2,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,2,2,4,4,2,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,3,2,3,3,2,2,4,2,3,4,7,160,53,1,12,,4,5,10,1,1,3,8,2,,,,,8,3
4605,1,1,2005,8,2,5,1,1,1978,8,2,2,1978,6,3,2,2005,8,3,2,2011,4,3,2,2014,11,,,,,,,,,,,,,1,12,,1,,1,4,3,,130,,,,1,,1,,1,,1,,3,0,6,0,3,3,4,3,1,4,4,3,4,1,1,4,1,4,4,4,8,,3,1,1,1,3,1,1,1,1,3,1,1,1,1,3,2,3,3,3,2,3,3,3,1,3,1,3,3,1,1,4,1,1,3,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,7,3,3,2,3,2,2,3,3,3,3,7,169,62,1,12,,5,5,10,1,1,3,3,2,,,,,7,3
4606,1,1,2005,11,2,4,1,1,1971,4,2,2,1972,3,3,2,2001,12,3,2,2005,10,,,,,,,,,,,,,,,,,1,12,,1,,2,,,,,2,1,,1,,1,,1,,1,,1,0,1,0,2,2,2,3,1,4,4,2,2,2,2,2,2,4,4,4,8,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,2,3,3,3,3,4,4,4,1,4,1,3,4,1,1,4,4,1,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,2,4,1,4,1,1,4,4,3,2,7,173,75,1,10,,6,6,10,1,1,3,3,5,,,,,1,4
4607,1,2,2005,11,2,4,1,1,1974,7,2,2,1980,1,3,2,2005,11,3,1,2012,5,,,,,,,,,,,,,,,,,1,12,,1,,2,,,,,7,2,,1,,1,,1,,2,,6,0,10,0,2,3,3,4,1,4,3,4,4,4,1,3,1,1,4,1,8,,1,1,1,3,1,1,1,3,2,3,2,2,2,3,1,2,2,2,2,2,3,3,3,2,2,2,3,3,3,2,3,3,2,3,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,3,3,3,2,2,3,3,3,2,1,2,172,73,1,12,,4,4,10,1,1,3,5,4,,,,,12,3
4608,1,1,2005,1,2,3,1,2,1970,5,2,1,1969,6,3,2,2005,1,,,,,,,,,,,,,,,,,,,,,1,12,,1,,1,5,6,,40,,,,1,,1,,1,,1,,1,0,2,0,6,6,3,3,1,3,3,3,3,1,1,3,1,4,4,1,8,,2,1,1,1,4,1,1,2,2,3,1,2,1,1,4,2,2,2,2,1,3,3,3,1,3,1,3,3,2,1,4,4,2,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,3,2,3,2,3,3,3,2,4,3,1,7,153,54,1,4,,4,5,10,1,1,3,4,5,,,,,6,3
4609,1,1,2005,3,2,4,1,2,1975,11,2,1,1974,1,3,1,2002,3,3,2,2005,3,,,,,,,,,,,,,,,,,1,6,,1,,1,1,3,,150,,,,1,,2,,1,,4,,4,0,12,0,5,5,5,4,1,4,3,4,4,4,3,4,4,3,3,2,8,,4,4,4,4,1,2,3,2,2,3,3,2,2,3,1,4,4,4,4,4,3,3,4,2,4,4,4,4,4,4,4,4,4,4,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,3,4,4,4,4,4,4,2,2,3,3,7,160,50,1,11,,7,6,10,1,2,3,2,,,,,,9,5
4610,1,1,2005,3,2,4,1,2,1971,2,2,1,1970,5,3,2,1998,6,3,2,2005,3,,,,,,,,,,,,,,,,,1,12,,1,,1,5,1,,60,,,,1,,1,,1,,1,,7,0,15,0,4,4,4,3,1,4,3,4,3,1,1,3,3,4,4,2,8,,1,1,1,1,2,2,2,2,2,4,1,2,2,2,3,3,3,2,3,1,3,3,3,2,2,2,2,3,2,2,3,3,2,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2,2,2,3,2,3,3,3,5,2,160,52,1,1,,4,4,10,1,2,3,2,,,,,,7,3
4611,1,1,2005,1,1,3,1,2,1965,9,2,1,1964,9,3,1,2005,1,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,5,2,,55,,,,1,,1,,1,,1,,4,0,6,0,3,3,3,3,1,3,3,3,4,1,1,3,2,2,3,2,8,,2,3,3,2,3,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,2,2,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-4,3,2,3,3,3,3,3,2,2,2,7,160,60,1,9,,7,6,10,1,1,3,1,4,,,,,8,3
4612,1,2,2005,3,2,4,1,1,1978,5,2,2,1980,7,3,2,2005,3,3,2,2007,11,,,,,,,,,,,,,,,,,1,12,,1,,1,5,1,,60,,,,2,,1,,1,,1,,3,0,10,0,3,3,4,4,1,3,3,3,3,3,3,3,3,4,3,2,8,,2,1,2,1,3,1,2,1,2,3,2,2,2,2,3,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,3,2,2,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,3,3,3,3,3,3,3,3,2,0,180,75,1,12,,6,5,10,1,1,3,2,9,,,,,8,3
4613,1,1,2005,3,2,4,1,2,1973,8,2,1,1972,2,3,2,2002,10,3,2,2005,3,,,,,,,,,,,,,,,,,1,12,,1,,1,4,6,,30,,,,1,,1,,1,,1,,6,0,14,0,2,3,4,3,1,4,4,3,3,2,1,3,4,4,4,3,8,,1,1,1,1,4,3,1,2,3,2,2,1,2,2,3,2,3,2,3,2,3,3,2,2,2,2,3,3,2,2,3,3,2,3,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,3,3,2,2,3,3,2,3,2,3,2,7,161,50,1,13,,6,6,10,1,2,3,2,,,,,,8,3
4614,1,2,2005,5,2,4,1,1,1976,3,2,2,1976,9,3,2,2005,5,3,2,2010,9,,,,,,,,,,,,,,,,,2,,미국,1,,1,6,8,건강관리,20,,,,1,,1,,1,,1,,1,0,4,0,3,5,5,3,1,4,3,3,3,1,3,3,3,3,4,4,8,,3,2,2,2,3,1,2,2,1,4,1,2,2,2,3,4,4,4,4,4,3,3,2,1,3,2,3,3,1,1,4,2,1,4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,3,2,4,2,2,3,3,3,1,3,190,83,1,2,,7,6,10,1,2,3,2,,,,,,8,3
4615,1,1,2005,4,2,4,1,2,1977,12,2,1,1976,3,3,2,2005,4,3,1,2008,9,,,,,,,,,,,,,,,,,1,9,,1,,1,1,4,,41,,,,1,,1,,1,,1,,5,0,12,0,4,3,4,3,1,4,4,3,3,1,1,3,3,3,3,1,8,,1,1,1,2,3,1,1,2,2,3,2,2,2,2,3,3,3,3,3,2,3,3,3,2,3,2,3,3,2,2,3,3,2,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,2,2,2,3,2,2,3,3,2,2,7,163,60,1,9,,7,6,10,1,1,3,2,2,,,,,6,3
4616,1,1,2005,2,1,7,1,2,1984,12,2,1,1979,1,3,1,2005,2,3,2,2007,10,6,1,1945,5,6,2,1949,10,6,2,1921,8,,,,,1,12,,4,,1,5,4,,60,,,,3,,1,,1,,1,,2,30,5,30,3,3,4,3,1,4,3,2,2,1,3,4,1,3,4,1,8,,2,1,1,1,4,1,2,2,1,3,2,2,2,3,2,3,3,3,2,2,3,4,3,1,4,2,4,4,1,1,4,3,1,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2,3,2,2,3,2,2,3,2,3,1,2,159,54,1,1,,5,5,10,1,1,3,3,3,,,,,6,3
4617,1,1,2005,10,1,4,1,2,1976,3,2,1,1972,5,3,2,2003,11,3,1,2005,10,,,,,,,,,,,,,,,,,1,12,,1,,1,5,3,,50,,,,1,,1,,1,,1,,5,0,14,0,3,3,3,3,1,4,3,4,4,1,2,3,2,2,4,3,8,,2,3,3,3,3,2,2,2,2,3,2,2,3,2,3,3,3,3,2,2,3,3,3,2,3,2,3,3,3,2,2,3,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,-6,3,3,3,3,2,3,3,2,2,1,7,159,70,1,1,,6,6,10,1,2,3,3,,,,,,6,3
4618,1,1,2005,10,1,3,1,2,1973,8,2,1,1972,6,3,1,2005,10,,,,,,,,,,,,,,,,,,,,,1,12,,1,,1,4,6,,30,,,,1,,1,,1,,1,,7,0,10,0,3,3,3,3,1,3,3,3,2,2,1,3,1,3,3,3,8,,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,3,3,3,3,3,3,3,1,3,1,3,3,1,1,3,2,1,4,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4,2,3,2,3,2,2,3,3,3,5,7,165,60,1,1,,4,5,10,1,2,3,1,,,,,,5,3
4619,1,1,2006,1,2,3,1,2,1977,8,2,1,1975,7,3,2,2006,1,,,,,,,,,,,,,,,,,,,,,1,13,,1,,1,4,6,,30,,,,1,,1,,1,,1,,6,0,14,0,6,6,3,2,1,4,3,3,4,1,2,3,2,3,4,4,8,,2,2,1,1,3,2,1,2,2,3,2,1,2,2,3,2,1,2,2,1,2,2,2,3,2,3,2,2,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,-1,3,2,3,2,3,2,3,3,2,1,3,152,45,1,13,,5,4,10,1,1,3,2,3,,,,,5,3
