DATE,AVERAGE,MIN,MAX
2019-05-17,17.9,11,25.5
2019-05-18,10.6,8.7,13.2
2019-05-18,16.1,12.3,18.5
2019-05-19,12.7,10,18
2019-05-19,17.9,13.6,26.6
2019-05-20,9.2,1.9,13
2019-05-20,14.5,7.4,19.4
2019-05-21,7.9,1.5,15.1
2019-05-21,12.1,2.9,21.8
2019-05-22,11.3,4.5,18.8
2019-05-22,15,5,25.3
2019-05-23,14.3,7.7,21.5
2019-05-23,17.7,8.9,28.9
2019-05-24,18.7,11,26.3
2019-05-24,19.2,8.6,34
2019-05-25,17.2,13.2,23.7
2019-05-25,19.5,12.7,29.1
2019-05-26,17,12.4,23.2
2019-05-26,20.1,11.9,31.1
2019-05-27,11.1,7.7,13.5
2019-05-27,15.9,13.1,18.1
2019-05-28,9.1,4.4,15.9
2019-05-28,14.6,9,23.7
2019-05-29,12.5,7.2,18.7
2019-05-29,7.2,5.4,11
2019-05-30,12.7,7.5,18.8
2019-05-30,5.9,5.9,5.9
2019-05-31,10,2.9,17.4
2019-06-01,11.8,5.1,18.3
2019-06-02,15.9,10.1,22.7
2019-06-03,16.8,10,23.9
2019-06-04,17.6,12,25.1
2019-06-05,18.4,12.1,25.9
2019-06-06,16.3,10.9,23
2019-06-07,10.3,9.6,11.1
2019-06-08,13.9,6.9,19.8
2019-06-09,13.4,6.5,21.3
2019-06-10,7.3,5.7,11.1
2019-06-11,8.5,6,13.3
2019-06-12,13.4,7.8,19.9
2019-06-13,16.6,13.2,22.6
2019-06-14,14.3,11.3,18.1
2019-06-14,15,11.7,21.6
2019-06-15,12.5,8.5,19.1
2019-06-15,15.5,10.8,25.6
2019-06-16,11.1,8.1,16.6
2019-06-16,15.5,11.7,23.1
2019-06-17,13.5,10.8,19.5
2019-06-17,18,13,28
2019-06-18,13,10.3,18.8
2019-06-18,16.9,12.5,23.5
2019-06-19,13.5,11.5,17.8
2019-06-19,18.9,15.4,28
2019-06-20,16.4,10.7,23.4
2019-06-20,20.1,13.6,31.2
2019-06-21,14.5,8.1,22.7
2019-06-21,17.1,11.8,25.7
2019-06-22,12.1,8.1,17.9
2019-06-22,15.6,9.8,24
2019-06-23,11.6,8,17.5
2019-06-23,15,8.6,24.9
2019-06-24,15.1,9.3,21.7
2019-06-24,17.5,10.3,28.3
2019-06-25,17,11.3,22.7
2019-06-25,19.1,12.7,29.1
2019-06-26,16.8,13.6,24.2
2019-06-26,17.6,12.9,25.4
2019-06-27,17.5,15.6,22.8
2019-06-27,20.4,16.6,30.2
2019-06-28,18.6,14.3,24.8
2019-06-28,20.3,13.8,28.3
2019-06-29,15.3,13.9,18.7
2019-06-29,19.1,17.3,22.6
2019-06-30,15.5,14,19.3
2019-06-30,20.2,17.4,26.2
2019-07-01,14.4,12.3,19.3
2019-07-01,19.5,14.7,23.5
2019-07-02,15,11,20.9
2019-07-02,18.4,12.5,27.4
2019-07-03,15.8,12.3,21.1
2019-07-03,18.3,13.2,25.9
2019-07-04,17.5,12.5,25.5
2019-07-04,19.3,13.1,32.6
2019-07-05,19,14.2,24
2019-07-05,20.6,14.4,32
2019-07-06,16.1,12,20.7
2019-07-06,19.7,12.9,29.7
2019-07-07,12.7,10.4,16
2019-07-07,18.6,15.8,24.1
2019-07-08,11.6,10.1,13.7
2019-07-08,16.6,14.9,19.7
2019-07-09,11.7,10.5,14.6
2019-07-09,16.7,14.5,21
2019-07-10,12.2,10.8,14.7
2019-07-10,16.1,14.7,17.5
2019-07-11,14.7,12.7,16.1
2019-07-11,18.1,15.8,20.3
2019-07-12,14.2,12.5,18.6
2019-07-12,17.9,15.4,23.9
2019-07-13,16.3,12.8,22.9
2019-07-13,19.4,15.2,26.8
2019-07-14,16.3,13.1,22.3
2019-07-14,18.7,12.3,27.1
2019-07-15,15.2,13.7,17.6
2019-07-15,18.3,13.2,20.3
2019-07-16,15.8,13.6,21.8
2019-07-16,18.7,16.2,23.2
2019-07-17,17.2,14.2,22.8
2019-07-17,19.8,15.6,28.1
2019-07-18,17.6,15.2,22.8
2019-07-18,21.4,16.7,31.5
2019-07-19,19.6,15.8,24.2
2019-07-19,23.7,15.7,30.5
2019-07-20,18.1,17.2,18.9
2019-07-20,20.8,19.2,25.4
2019-07-21,18,17.2,19
2019-07-21,21.5,20,25.8
2019-07-22,18.3,17.1,21.9
2019-07-22,23.5,19.4,30.8
2019-07-23,19.7,16.9,25.1
2019-07-23,23.5,18.9,31.8
2019-07-24,19.7,18.8,24.2
2019-07-24,23.1,20.3,29.7
2019-07-25,19.5,18.7,20.3
2019-07-25,22.4,20.3,25
2019-07-26,19.6,18.9,20.1
2019-07-26,22.8,21.1,25.8
2019-07-27,20.4,18.5,24.9
2019-07-27,24.3,20.1,34
2019-07-28,19.3,18.1,20.3
2019-07-28,22.7,21,28.5
2019-07-29,19.1,17.8,21.9
2019-07-29,24.3,21.7,34.9
2019-07-30,19.2,17.7,21.1
2019-07-30,24.8,21.5,32.9
2019-07-31,19.5,18.4,20.7
2019-07-31,24.7,20.3,30
